Price,Close,High,Low,Open,Volume
Ticker,^NDX,^NDX,^NDX,^NDX,^NDX
Datetime,,,,,
2026-04-27 16:22:00+00:00,27247.00390625,27249.099609375,27245.193359375,27246.0234375,1518650
2026-04-27 16:23:00+00:00,27240.705078125,27244.28125,27234.740234375,27244.28125,2034288
2026-04-27 16:24:00+00:00,27236.361328125,27242.41015625,27235.8515625,27239.8046875,2148065
2026-04-27 16:25:00+00:00,27244.251953125,27244.251953125,27236.294921875,27236.294921875,794554
2026-04-27 16:26:00+00:00,27245.84375,27247.314453125,27241.150390625,27244.8671875,2214628
2026-04-27 16:27:00+00:00,27242.541015625,27244.451171875,27240.04296875,27243.90625,565563
2026-04-27 16:28:00+00:00,27239.40234375,27241.68359375,27239.044921875,27241.5,1203212
2026-04-27 16:29:00+00:00,27238.587890625,27238.953125,27235.41796875,27238.63671875,1366464
2026-04-27 16:30:00+00:00,27246.943359375,27246.943359375,27239.033203125,27239.033203125,1531890
2026-04-27 16:31:00+00:00,27245.89453125,27248.046875,27244.060546875,27247.84375,2358988
2026-04-27 16:32:00+00:00,27249.58984375,27249.58984375,27245.330078125,27245.330078125,869715
2026-04-27 16:33:00+00:00,27252.9453125,27256.91015625,27248.9453125,27248.9453125,4325818
2026-04-27 16:34:00+00:00,27255.669921875,27258.361328125,27252.537109375,27253.90625,1546098
2026-04-27 16:35:00+00:00,27261.478515625,27264.11328125,27256.044921875,27256.044921875,2639351
2026-04-27 16:36:00+00:00,27257.421875,27261.173828125,27253.353515625,27261.173828125,3520264
2026-04-27 16:37:00+00:00,27258.658203125,27262.94140625,27257.50390625,27257.50390625,2782499
2026-04-27 16:38:00+00:00,27258.017578125,27260.150390625,27254.466796875,27259.33984375,2071955
2026-04-27 16:39:00+00:00,27263.98046875,27264.208984375,27258.82421875,27258.82421875,2129662
2026-04-27 16:40:00+00:00,27263.662109375,27267.00390625,27261.537109375,27264.07421875,2036991
2026-04-27 16:41:00+00:00,27258.623046875,27268.2734375,27257.623046875,27264.458984375,2255627
2026-04-27 16:42:00+00:00,27269.044921875,27269.77734375,27261.296875,27261.296875,1942674
2026-04-27 16:43:00+00:00,27268.068359375,27270.623046875,27266.701171875,27269.171875,2652008
2026-04-27 16:44:00+00:00,27262.853515625,27268.810546875,27261.845703125,27268.810546875,978780
2026-04-27 16:45:00+00:00,27263.619140625,27265.240234375,27262.03515625,27264.33984375,2682436
2026-04-27 16:46:00+00:00,27264.8203125,27268.177734375,27262.4453125,27262.4453125,869795
2026-04-27 16:47:00+00:00,27264.08984375,27265.78125,27259.150390625,27265.78125,2035992
2026-04-27 16:48:00+00:00,27267.33984375,27267.33984375,27262.693359375,27265.453125,1786301
2026-04-27 16:49:00+00:00,27268.345703125,27269.982421875,27267.5,27269.1640625,1912426
2026-04-27 16:50:00+00:00,27263.892578125,27268.08984375,27262.650390625,27268.08984375,2010953
2026-04-27 16:51:00+00:00,27262.46875,27264.552734375,27259.068359375,27264.552734375,1727730
2026-04-27 16:52:00+00:00,27257.787109375,27265.58984375,27256.02734375,27265.58984375,2518767
2026-04-27 16:53:00+00:00,27262.9765625,27262.9765625,27256.970703125,27256.970703125,1156341
2026-04-27 16:54:00+00:00,27255.873046875,27262.822265625,27255.26953125,27262.76171875,2702456
2026-04-27 16:55:00+00:00,27250.017578125,27254.44921875,27248.83984375,27254.44921875,961396
2026-04-27 16:56:00+00:00,27247.951171875,27252.521484375,27247.951171875,27250.138671875,1695174
2026-04-27 16:57:00+00:00,27241.841796875,27247.6875,27241.541015625,27247.40234375,1568242
2026-04-27 16:58:00+00:00,27252.34765625,27252.9765625,27244.857421875,27244.857421875,1386235
2026-04-27 16:59:00+00:00,27254.96484375,27254.96484375,27251.408203125,27251.892578125,2091294
2026-04-27 17:00:00+00:00,27265.37109375,27266.59765625,27258.416015625,27258.85546875,982791
2026-04-27 17:01:00+00:00,27263.763671875,27266.08984375,27260.94921875,27266.08984375,2780637
2026-04-27 17:02:00+00:00,27264.12109375,27264.125,27260.3203125,27263.125,822901
2026-04-27 17:03:00+00:00,27264.640625,27264.640625,27261.220703125,27263.705078125,1610190
2026-04-27 17:04:00+00:00,27263.87890625,27266.283203125,27262.6171875,27265.60546875,1938613
2026-04-27 17:05:00+00:00,27262.791015625,27264.337890625,27258.880859375,27264.337890625,1581455
2026-04-27 17:06:00+00:00,27268.798828125,27268.798828125,27263.2265625,27263.38671875,1537594
2026-04-27 17:07:00+00:00,27266.90234375,27268.810546875,27266.544921875,27268.76953125,1675852
2026-04-27 17:08:00+00:00,27261.859375,27266.1640625,27261.859375,27265.2578125,2142503
2026-04-27 17:09:00+00:00,27268.375,27268.375,27261.23046875,27262.27734375,947526
2026-04-27 17:10:00+00:00,27262.16015625,27271.04296875,27261.857421875,27268.75390625,2399892
2026-04-27 17:11:00+00:00,27266.904296875,27271.080078125,27262.921875,27262.921875,882805
